176,0,0,27.28125
192,0,27.28125
176,10,70,27.375
176,10,68,27.375
176,10,64,27.375
176,10,62,27.375
176,10,76,27.375
144,60,67,0.0758841229121,27.375
176,10,66,27.46875
144,33,90,0.113619828165,27.46875
176,10,68,27.5625
144,27,102,0.104849627909,27.5625
176,10,66,27.5625
144,33,99,0.112388135171,27.5625
176,10,61,27.5625
144,30,93,0.130838508748,27.5625
176,10,64,27.65625
144,30,89,0.120733896171,27.65625
176,10,67,27.75
176,10,65,27.75
144,30,98,0.117562949704,27.75
176,10,59,27.75
176,10,62,27.84375
176,10,58,27.9375
144,87,108,0.286683566086,27.9375
176,10,66,27.9375
176,10,63,27.9375
144,28,97,0.125822913534,27.9375
176,10,57,27.9375
176,10,48,27.9375
144,83,75,0.718386370107,27.9375
176,10,68,28.03125
176,10,61,28.03125
144,28,89,0.131075980254,28.03125
176,10,50,28.03125
144,90,70,0.699605973528,28.03125
176,10,65,28.03125
176,10,65,28.125
176,10,51,28.125
144,100,75,0.686537074842,28.125
176,10,62,28.125
176,10,57,28.125
144,27,93,0.147017018157,28.125
176,10,62,28.21875
144,27,91,0.128699522918,28.21875
176,10,65,28.3125
176,10,63,28.3125
144,30,101,0.125090442929,28.3125
176,10,58,28.3125
144,27,95,0.144452984589,28.3125
176,10,63,28.3125
144,40,100,0.247611474986,28.3125
176,10,61,28.3125
176,10,67,28.5
176,10,65,28.5
144,30,104,0.119140050363,28.5
176,10,63,28.5
176,10,61,28.5
176,10,60,28.5
176,10,64,28.5
144,27,96,0.245690662028,28.5
176,10,69,28.6875
176,10,67,28.6875
144,30,108,0.110830018967,28.6875
176,10,66,28.6875
144,33,108,0.113994248892,28.6875
176,10,63,28.6875
144,27,102,0.125380167877,28.6875
176,10,63,28.6875
144,39,113,0.125385107775,28.6875
176,10,68,28.78125
144,28,100,0.215913492628,28.78125
176,10,69,28.875
176,10,66,28.875
176,10,72,28.875
144,27,107,0.186044271877,28.875
176,10,70,28.96875
144,33,110,0.198876536613,28.96875
176,10,66,28.96875
176,10,72,28.96875
144,28,102,0.181410770834,28.96875
176,10,72,28.96875
176,10,74,29.0625
176,10,73,29.0625
176,10,69,29.15625
144,36,114,0.206441694814,29.15625
176,10,75,29.15625
144,30,104,0.163333729136,29.15625
176,10,73,29.15625
144,33,111,0.172609297139,29.15625
176,10,75,29.15625
176,10,69,29.25
144,30,106,0.202382438727,29.25
176,10,76,29.25
144,28,110,0.14951356623,29.25
176,10,76,29.25
176,10,77,29.34375
176,10,75,29.34375
176,10,77,29.34375
144,35,110,0.0740189866033,29.34375
176,10,73,29.34375
144,39,115,0.176816338522,29.34375
176,10,78,29.4375
176,10,78,29.4375
176,10,73,29.4375
176,10,79,29.53125
176,10,78,29.53125
144,36,112,0.14116819883,29.53125
176,10,75,29.53125
176,10,80,29.625
176,10,79,29.625
144,39,111,0.133574825166,29.625
176,10,74,29.625
144,36,108,0.165414267862,29.625
176,10,80,29.71875
144,39,107,0.119814199365,29.71875
176,10,80,29.71875
144,39,113,0.126827614973,29.71875
176,10,77,29.71875
176,10,82,29.8125
176,10,80,29.8125
176,10,76,29.8125
144,39,109,0.153334725845,29.8125
176,10,69,29.90625
144,71,89,0.102720591474,29.90625
176,10,82,29.90625
176,10,81,29.90625
176,10,79,29.90625
176,10,83,30.0
144,39,112,0.0989815682606,30.0
176,10,82,30.0
176,10,77,30.0
144,40,109,0.142768375707,30.0
176,10,83,30.09375
176,10,83,30.09375
144,42,114,0.100978885391,30.09375
176,10,80,30.09375
144,48,117,0.123286033127,30.09375
176,10,85,30.09375
176,10,83,30.1875
176,10,79,30.1875
144,45,110,0.13256100654,30.1875
176,10,85,30.1875
176,10,84,30.1875
176,10,84,30.1875
144,45,108,0.0903175781821,30.1875
176,10,81,30.28125
176,10,86,30.28125
144,42,113,0.0807590491011,30.28125
176,10,85,30.28125
176,10,85,30.28125
144,47,108,0.0862316329336,30.28125
176,10,84,30.28125
144,47,113,0.0912445345747,30.28125
176,10,80,30.375
176,10,86,30.375
176,10,86,30.375
144,48,115,0.0797417581858,30.375
176,10,85,30.375
176,10,85,30.375
176,10,82,30.46875
176,10,86,30.46875
144,48,115,0.0751679173967,30.46875
176,10,86,30.46875
144,45,113,0.07648501668,30.46875
176,10,86,30.46875
176,10,85,30.46875
176,10,80,30.5625
176,10,87,30.5625
144,51,116,0.0730704315415,30.5625
176,10,86,30.5625
176,10,86,30.5625
144,51,109,0.080155182009,30.5625
176,10,85,30.5625
144,51,114,0.0888989485568,30.5625
176,10,82,30.65625
